dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
REDD-SUA-MIOMBOWOODLAND-2231,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2485,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2219,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2311,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2312,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2292,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2266,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2333,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2342,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2243,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2388,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2345,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2270,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2244,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2277,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2281,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2269,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2413,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2221,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2402,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2236,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2249,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2278,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2205,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2196,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2335,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2300,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2274,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2318,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2227,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2352,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2197,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2225,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2308,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2309,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2368,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2462,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2258,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2390,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2248,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2195,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2241,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2272,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2385,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2271,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2207,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2316,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2169,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2275,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2202,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2239,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2261,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2320,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2200,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2185,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2432,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2216,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2304,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2361,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2291,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2164,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2295,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2337,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2170,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2210,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2203,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2255,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2252,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2366,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2408,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2175,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2220,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2301,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2257,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2149,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2177,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2163,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2188,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2129,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2310,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2268,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2267,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2250,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2223,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2193,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2233,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2383,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2222,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2151,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2159,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2265,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2172,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2240,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2334,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2230,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2331,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2174,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2294,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2166,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2224,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2138,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2132,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2251,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2319,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2124,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2146,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2237,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2134,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2150,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2190,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2346,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2198,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2085,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2289,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2201,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2213,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2206,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2305,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2317,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2189,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2181,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2217,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2253,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2262,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2142,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2147,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2298,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2105,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2167,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2199,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2118,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2245,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2176,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2194,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2109,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2108,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2218,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2114,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2058,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2228,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2162,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2119,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2290,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2234,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2152,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2178,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2112,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2306,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2158,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2090,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2171,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2104,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2288,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2212,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2232,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2214,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2079,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2121,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2045,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2087,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2168,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2136,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2140,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2089,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2179,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2192,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2156,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2092,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2187,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2259,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2125,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2088,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2063,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2204,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2157,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2246,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2135,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2094,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2144,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2086,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2191,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2110,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2143,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2057,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2184,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2059,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2238,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2040,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2031,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2256,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2211,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2165,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2083,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2115,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2130,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2160,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2037,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2041,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2106,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2102,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2122,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2099,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2123,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2043,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2226,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2078,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2100,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2137,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2101,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2155,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2180,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2173,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2030,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2068,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2133,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2113,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2074,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2080,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2002,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2082,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2093,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1997,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2208,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2027,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2096,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2209,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2019,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2017,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2229,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2049,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2111,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2016,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2065,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2103,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2028,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2131,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2077,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2141,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1983,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2060,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2075,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2067,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2066,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2072,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2145,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2005,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2183,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2001,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2186,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1971,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2053,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1988,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2215,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2069,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2098,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1981,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1986,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2071,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2120,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2050,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1960,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2025,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2042,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2039,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2116,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2048,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2015,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2182,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2000,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2032,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2056,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2161,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1994,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2055,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1977,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1953,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2033,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2014,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2076,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1979,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2148,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2091,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1967,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2029,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2084,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2018,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1968,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2153,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1931,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2038,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1985,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1978,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1996,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2054,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2026,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2128,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2007,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1987,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1956,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2107,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1937,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2020,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2046,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2073,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1945,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2012,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1966,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1933,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1965,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2013,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2070,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2127,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2023,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2139,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1940,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2003,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1958,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2022,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1970,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1995,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1904,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2035,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2097,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2061,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1998,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2044,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1918,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2117,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1982,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1972,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2004,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1910,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1943,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1975,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1906,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1952,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1961,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1932,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1921,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1912,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1963,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2062,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1949,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2009,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1900,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1980,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1989,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1935,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2052,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2081,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1919,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1871,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1973,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1889,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2024,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2095,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1907,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1939,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1991,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1950,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1929,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1866,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1964,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2034,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1913,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1894,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1936,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1974,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1848,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2008,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2051,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1909,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1959,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2064,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1924,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1881,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1882,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1914,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1947,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1875,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1825,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1941,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1934,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1874,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1840,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2047,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1897,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1954,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1902,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1951,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2006,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2021,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1905,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1927,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1992,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1852,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1883,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1862,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1890,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1855,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1886,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1867,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1976,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1799,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1930,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1839,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1923,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1969,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1816,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1984,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2036,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1925,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1938,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1834,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1915,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1903,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1856,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1876,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1846,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1908,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1916,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2010,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1948,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1873,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1863,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1814,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1859,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1911,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1946,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1955,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1829,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1841,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1832,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1836,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1899,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1993,,,,,,,1
