gbif:canonicalName,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
anisomeles indica,anisomeles,anisomeles indica (l.) kuntze,indica,,,,214
anisomeles indica,anisomeles,anisomeles indica (l.) kuntze,indica,,,,
anisomeles malabarica,anisomeles,anisomeles malabarica (l.) sims,malabarica,27,9,1878,
anisomeles malabarica,anisomeles,anisomeles malabarica (l.) r. br.,malabarica,,,,270
anodendron affine,anodendron,anodendron affine (hook. & arn.) druce,affine,,,,
anodendron paniculatum,anodendron,anodendron paniculatum,paniculatum,5,12,1944,71
anodendron paniculatum,anodendron,anodendron paniculatum,paniculatum,12,3,1945,340
anoectochilus roxburghii,anoectochilus,anoectochilus roxburghii (wall.) lindl.,roxburghii,9,11,1807,313
anoectochilus roxburghii,anoectochilus,anoectochilus roxburghii (wall.) lindl.,roxburghii,,,,
anogeissus acuminata,anogeissus,anogeissus acuminata (roxb. ex dc.) guill. & perr.,acuminata,15,6,2000,
anogeissus acuminata,anogeissus,anogeissus acuminata (roxb. ex dc.) guill. & perr.,acuminata,,,,167
anogeissus acuminata,anogeissus,anogeissus acuminata (roxb. ex dc.) guill. & perr.,acuminata,,,,
antidesma,antidesma,antidesma  l.,,17,8,1976,155
antidesma,antidesma,antidesma  l.,,17,8,1976,116
antidesma,antidesma,antidesma  l.,,3,4,1997,116
antidesma,antidesma,antidesma,,26,4,1997,163
antidesma,antidesma,antidesma  l.,,26,4,1997,116
antidesma,antidesma,antidesma  l.,,26,4,1997,
antidesma,antidesma,antidesma  l.,,4,6,1999,93
antidesma,antidesma,antidesma,,12,6,1999,230
antidesma,antidesma,antidesma  l.,,3,6,2000,166
antidesma,antidesma,antidesma  l.,,14,6,2000,155
antidesma,antidesma,antidesma,,,,,
antidesma,antidesma,antidesma,,,,,
antidesma,antidesma,antidesma,,,,,230
antidesma,antidesma,antidesma,,,,,
antidesma acidum,antidesma,antidesma acidum retz.,acidum,9,6,1979,
antidesma acidum,antidesma,antidesma acidum,acidum,22,4,1886,112
antidesma acidum,antidesma,antidesma acidum,acidum,22,4,1886,160
antidesma acidum,antidesma,antidesma acidum retz.,acidum,,,,112
antidesma ghesaembilla,antidesma,antidesma ghaesembilla gaertn.,ghesaembilla,8,6,1967,127
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,4,1,1989,200
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,17,7,1992,245
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,18,7,1992,106
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,16,4,1994,4
antidesma ghesaembilla,antidesma,antidesma ghaesembilla gaertn.,ghesaembilla,16,4,1994,
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,1,9,1868,199
antidesma ghesaembilla,antidesma,antidesma ghaesembilla,ghesaembilla,7,5,1875,159
antidesma ghesaembilla,antidesma,antidesma ghaesembilla gaertn.,ghesaembilla,,,,106
antidesma ghesaembilla,antidesma,antidesma ghaesembilla gaertn.,ghesaembilla,,,,
antidesma paniculatum,antidesma,antidesma paniculatum roxb.,paniculatum,,,,
antidesma roxburghii,antidesma,antidesma roxburghii wall.,roxburghii,27,5,1999,
antidesma roxburghii,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,27,5,1999,
antidesma roxburghii,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,,,,147
antidesma roxburghii,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,,,,147
antidesma velutinum,antidesma,antidesma velutinum tul.,velutinum,16,5,1999,136
aphanamixis polystachya,aphanamixis,aphanamixis polystachya,polystachya,7,8,1886,
aphanamixis polystachya,aphanamixis,aphanamixis rohituka (roxb.) pierre,polystachya,,,,219
aponogeton monostachyos,aponogeton,aponogeton monostachyos l.f.,monostachyos,,,,
aporosa octandra,aporosa,aporosa octandra  (buch.-ham. ex d. don) vickery,octandra,23,2,1945,32
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery var. octandra,octandra,27,3,1966,67
aporosa octandra,aporosa,aporosa octandra,octandra,1,2,1989,1
aporosa octandra,aporosa,aporosa octandra,octandra,1,4,1869,
aporosa octandra,aporosa,aporosa octandra,octandra,8,3,1873,54
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery var. octandra,octandra,22,2,1876,
aporosa octandra,aporosa,aporosa octandra,octandra,1,1,1886,53
aporosa octandra,aporosa,aporosa octandra,octandra,1,1,1886,86
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery var. octandra,octandra,,,,
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery,octandra,,,,1
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery var. octandra,octandra,,,,
aporosa octandra,aporosa,aporosa octandra (buch.-ham. ex d.don) vickery var. octandra,octandra,,,,91
aporosa octandra octandra,aporosa,aporosa oblonga,octandra,24,5,1967,
aporosa octandra octandra,aporosa,aporosa oblonga müll.arg.,octandra,15,5,1999,39
aporosa octandra octandra,aporosa,lepidostachys roxburghii wall.,octandra,8,2,1809,135
aporosa octandra octandra,aporosa,lepidostachys roxburghii wall.,octandra,,,,144
aporosa octandra octandra,aporosa,aporosa oblonga,octandra,,,,
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,14,4,1994,
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,15,5,1999,190
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,18,5,1999,
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,12,6,1999,104
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,9,7,1851,135
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,,,,138
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,,,,
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,,,,
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,,,,163
aporosa wallichii,aporosa,aporosa wallichii hook.f.,wallichii,,,,
aquilaria malaccensis,aquilaria,aquilaria malaccensis lam.,malaccensis,25,5,1999,145
aquilaria malaccensis,aquilaria,aquilaria malaccensis lam.,malaccensis,25,5,1999,145
arachniodes polyodon,arachniodes,polystichum polyodon ching,polyodon,,,,
aralia thomsonii,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
archidendron clypearia,archidendron,archidendron clypearia,clypearia,7,4,1949,97
archidendron clypearia,archidendron,archidendron clypearia (jack) i.c.nielsen subsp. clypearia,clypearia,3,4,1997,93
archidendron clypearia,archidendron,archidendron clypearia (jack) i.c.nielsen,clypearia,3,4,1997,152
archidendron clypearia,archidendron,archidendron clypearia (jack) i.c.nielsen,clypearia,31,5,2000,
archidendron clypearia,archidendron,archidendron clypearia (jack) i.c.nielsen,clypearia,,,,93
archidendron jiringa,archidendron,archidendron jiringa (jack) i.c.nielsen,jiringa,15,5,1999,135
ardisia elliptica,ardisia,ardisia solanacea roxb.,elliptica,24,5,1994,144
ardisia elliptica,ardisia,ardisia solanacea roxb.,elliptica,24,5,1994,144
ardisia griffithii,ardisia,ardisia griffithii c.b.clarke,griffithii,,,,
areca triandra,areca,areca triandra roxb.,triandra,,,,
areca triandra,areca,areca triandra roxb.,triandra,,,,
areca triandra,areca,areca triandra roxb.,triandra,,,,
argemone mexicana,argemone,argemone mexicana l.,mexicana,19,3,1899,78
argemone mexicana,argemone,argemone mexicana l.,mexicana,,,,
argyreia capitiformis,argyreia,argyreia capitata,capitiformis,8,12,1944,343
argyreia capitiformis,argyreia,argyreia capitata,capitiformis,6,8,1992,219
argyreia capitiformis,argyreia,argyreia capitata (vahl) choisy,capitiformis,10,5,1994,130
argyreia nervosa,argyreia,convolvulus speciosus sm.,nervosa,,,,
argyreia strigosa,argyreia,argyreia strigosa,strigosa,9,12,1988,344
argyreia strigosa,argyreia,argyreia strigosa,strigosa,10,8,1886,222
argyrochosma dealbata,argyrochosma,cheilanthes dealbata wall.,dealbata,,,,
aristolochia acuminata,aristolochia,aristolochia tagala,acuminata,16,8,1992,
aristolochia acuminata,aristolochia,aristolochia tagala cham.,acuminata,27,5,1999,
aristolochia acuminata,aristolochia,aristolochia acuminata,acuminata,22,4,1886,
aristolochia acuminata,aristolochia,aristolochia roxburghiana,acuminata,22,4,1886,147
aristolochia acuminata,aristolochia,aristolochia acuminata,acuminata,22,4,1887,112
aristolochia acuminata,aristolochia,aristolochia tagala cham.,acuminata,,,,112
aristolochia acuminata,aristolochia,aristolochia tagala cham.,acuminata,,,,229
aristolochia acuminata,aristolochia,aristolochia acuminata lam.,acuminata,,,,112
aristolochia bracteolata,aristolochia,aristolochia bracteata retz.,bracteolata,,,,
aristolochia indica,aristolochia,aristolochia indica l.,indica,9,12,1892,344
artemisia,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,7,5,1850,127
artemisia,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,7,5,1850,143
artemisia,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,23,5,1850,127
artemisia dubia,artemisia,artemisia dubia wall. ex besser,dubia,,,,
artemisia japonica,artemisia,artemisia japonica thumb.,japonica,,,,
artemisia japonica,artemisia,artemisia japonica thumb.,japonica,,,,
arthraxon hispidus,arthraxon,arthraxon micans (nees) hochst.,hispidus,,,,
artocarpus chaplasha,artocarpus,artocarpus chama buch.-ham.,chaplasha,15,4,1994,
artocarpus chaplasha,artocarpus,artocarpus chaplasha roxb.,chaplasha,17,4,1808,108
artocarpus chaplasha,artocarpus,artocarpus chaplasha roxb.,chaplasha,,,,105
artocarpus lacucha,artocarpus,artocarpus lakoocha,lacucha,19,7,1967,
artocarpus lacucha,artocarpus,artocarpus lakoocha,lacucha,30,8,1967,
artocarpus lacucha,artocarpus,artocarpus lacucha buch.-ham.,lacucha,10,5,1994,
artocarpus lacucha,artocarpus,artocarpus lakoocha,lacucha,22,4,1886,112
artocarpus lacucha,artocarpus,artocarpus lakoocha,lacucha,22,4,1886,
artocarpus lacucha,artocarpus,artocarpus lakoocha roxb.,lacucha,,,,
artocarpus lacucha,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,
artocarpus lacucha,artocarpus,artocarpus lakoocha roxb.,lacucha,,,,242
artocarpus lacucha,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,130
artocarpus lacucha,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,112
artocarpus lacucha,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,200
arundina graminifolia,arundina,arundina graminifolia (d.don) hochr.,graminifolia,15,3,1999,74
arundina graminifolia,arundina,arundina bambusifolia lindl.,graminifolia,,,,
asclepias curassavica,asclepias,asclepias curassavica l.,curassavica,,,,
asparagus racemosus,asparagus,asparagus acerosus,racemosus,15,9,1944,259
asparagus racemosus,asparagus,asparagus acerosus,racemosus,18,7,1992,200
aspidium canescens,aspidium,aspidium canescens wall.,canescens,,,,
aspidium variolosum,aspidium,aspidium variolosum,variolosum,16,6,1867,167
asplenium auritum,asplenium,asplenium esculentum sw.,auritum,,,,
asplenium auritum,asplenium,asplenium esculentum sw.,auritum,,,,
asplenium cuspidatum,asplenium,asplenium lanceum,cuspidatum,10,1,1869,10
asplenium varians,asplenium,asplenium laciniatum var. laciniatum d.don,varians,9,8,1819,
asplenium varians,asplenium,asplenium laciniatum var. laciniatum d.don,varians,,,,
asplenium varians,asplenium,asplenium caespitosum wall.,varians,,,,221
astilbe khasiana,astilbe,astilbe khasiana hallier f.,khasiana,,,,
astragalus,astragalus,astragalus section polycladusstrictus graham ex benth.,strictus,,,,
atalantia,atalantia,atalantia  corrêa,,26,9,1877,269
avicennia,avicennia,avicennia  l.,,16,3,1979,75
avicennia marina,avicennia,avicennia marina (forssk.) vierh.,marina,31,5,2000,152
avicennia marina marina,avicennia,avicennia officinalis,marina,1,8,1902,152
avicennia marina marina,avicennia,avicennia alba,marina,5,8,1902,217
avicennia marina marina,avicennia,avicennia officinalis l.,marina,31,5,2000,213
axonopus compressus,axonopus,axonopus compressus,compressus,30,7,1943,231
axonopus compressus,axonopus,axonopus compressus,compressus,18,8,1992,211
azadirachta indica,azadirachta,melia azadirachta l.,indica,,,,
azolla pinnata,azolla,azolla pinnata,pinnata,25,1,1943,25
azolla pinnata,azolla,azolla pinnata,pinnata,10,7,1944,192
baccaurea racemosa,baccaurea,baccaurea racemosa (reinw. ex blume) müll.arg.,racemosa,,,,
baccaurea ramiflora,baccaurea,baccaurea ramiflora lour.,ramiflora,27,3,1966,
baccaurea ramiflora,baccaurea,baccaurea ramiflora,ramiflora,1,4,1997,86
baccaurea ramiflora,baccaurea,baccaurea ramiflora lour.,ramiflora,1,4,1997,
baccaurea ramiflora,baccaurea,baccaurea sapida,ramiflora,,,,
baccaurea ramiflora,baccaurea,baccaurea sapida,ramiflora,,,,
baccaurea ramiflora,baccaurea,baccaurea ramiflora lour.,ramiflora,,,,91
baccaurea ramiflora,baccaurea,baccaurea sapida,ramiflora,,,,91
baccaurea ramiflora,baccaurea,baccaurea sapida,ramiflora,,,,
bacopa monnieri,bacopa,bacopa monnieri,monnieri,14,8,1992,
bacopa monnieri,bacopa,bacopa monnieri (l.) wettst.,monnieri,,,,227
baillonella toxisperma,baillonella,mimusops djave,toxisperma,12,9,1944,256
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,10,6,1979,
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,8,5,1994,161
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,3,4,1997,93
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,,,,128
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,,,,
balakata baccata,balakata,balakata baccata (roxb.) esser,baccata,,,,
baliospermum calycinum,baliospermum,baliospermum calycinum müll.arg. var. densiflorum (d.g.long) chakrab. & n.p.balakr.,calycinum,14,6,2000,166
baliospermum solanifolium,baliospermum,baliospermum solanifolium (burm.) suresh,solanifolium,21,4,1994,
baliospermum solanifolium,baliospermum,baliospermum solanifolium (burm.) suresh,solanifolium,,,,111
bambusa longispiculata,bambusa,bambusa longispiculata,longispiculata,25,11,1934,
bambusa longispiculata,bambusa,bambusa longispiculata,longispiculata,,,,329
bambusa tulda,bambusa,bambusa tulda,tulda,,,,
bambusa tulda,bambusa,bambusa tulda,tulda,,,,
barbula,barbula,barbula indica (hook.) spreng.,indica,20,7,1987,283
barbula,barbula,barbula arcuata griff.,arcuata,8,8,1987,286
barbula,barbula,barbula indica (hook.) spreng.,indica,21,8,1987,281
barbula,barbula,barbula indica var. indica,indica,21,8,1987,282
barbula,barbula,barbula indica (hook.) spreng.,indica,8,9,1987,281
barbula,barbula,barbula indica (hook.) spreng.,indica,30,9,1987,286
barbula,barbula,barbula indica (hook.) spreng.,indica,8,11,1988,283
barbula,barbula,barbula indica (hook.) spreng.,indica,21,6,1989,220
barbula,barbula,barbula arcuata griff.,arcuata,21,8,1989,287
barbula,barbula,barbula indica (hook.) spreng.,indica,15,10,1989,233
barbula,barbula,barbula indica (hook.) spreng.,indica,6,10,1998,172
barbula,barbula,barbula agg.,agg.,7,10,1998,313
barbula,barbula,barbula agg.,agg.,8,10,1998,233
barbula,barbula,barbula agg.,agg.,8,10,1998,233
barbula,barbula,barbula agg.,agg.,9,10,1998,288
barbula,barbula,barbula agg.,agg.,10,10,1998,251
barbula,barbula,barbula arcuata griff.,arcuata,10,10,1998,273
barbula,barbula,barbula arcuata griff.,arcuata,10,10,1998,283
barbula,barbula,barbula agg.,agg.,10,10,1998,201
barbula,barbula,barbula arcuata griff.,arcuata,13,10,1998,279
barbula,barbula,barbula agg.,agg.,13,10,1998,280
barbula,barbula,barbula agg.,agg.,14,10,1998,288
barbula,barbula,barbula agg.,agg.,15,10,1998,283
barbula dicranelloides,barbula,barbula dicranelloides müll. hal.,dicranelloides,2,9,1989,245
barbula gracilenta,barbula,barbula gracilenta mitt.,gracilenta,9,8,1987,345
